"","taxon_name","genus","family","leaf_length","seed_width","seed_length","plant_height","leaf_width","seed_height","leaf_area","wood_density","leaf_thickness"
"5957","Psydrax tropica","Psydrax","Rubiaceae",122,3.5,6,15,57.5,NA,NA,NA,NA
"5958","Psydrax ammophila","Psydrax","Rubiaceae",70,NA,NA,10,35,NA,NA,NA,NA
"5959","Canthium graciliflorum","Canthium","Rubiaceae",NA,NA,NA,15,NA,NA,NA,NA,NA
"5960","Canthium lamprophyllum","Canthium","Rubiaceae",100,NA,NA,15,35,NA,NA,NA,NA
"5961","Canthium odoratum","Canthium","Rubiaceae",55,NA,5,15,22.5,NA,NA,NA,NA
"5962","Capparis sp. Coen (L.S.Smith 11862)","Capparis","Capparaceae",92.5,7,9.75,NA,40,3,NA,NA,NA
"5963","Capparis batianoffii","Capparis","Capparaceae",NA,NA,NA,6,NA,NA,NA,NA,NA
"5964","Capparis arborea","Capparis","Capparaceae",75,5.5,8.5,10,32.5,3,2310,0.703,NA
"5965","Capparis canescens","Capparis","Capparaceae",67.5,5.5,8,6,42.5,3,NA,NA,NA
"5966","Capparis lanceolaris","Capparis","Capparaceae",95,NA,9,NA,34,3,NA,NA,NA
"5967","Capparis lasiantha","Capparis","Capparaceae",57.5,NA,5,4,16,3,96.5,0.64,NA
"5968","Capparis lucida","Capparis","Capparaceae",65,NA,7,12,35,3,15900,NA,NA
"5969","Capparis ornans","Capparis","Capparaceae",100,7.5,10.5,NA,45,3.5,NA,NA,NA
"5970","Capparis quiniflora","Capparis","Capparaceae",75,4,5.75,15,43.8,3,NA,NA,NA
"5971","Capparis sepiaria","Capparis","Capparaceae",63.8,NA,5.25,6,28.8,3,1010,NA,NA
"5972","Capsicum annuum","Capsicum","Solanaceae",80,NA,3,2,33.4,NA,NA,NA,NA
"5973","Carissa lanceolata","Carissa","Apocynaceae",28,4,6,3,6.5,NA,120,0.684,NA
"5974","Carissa laxiflora","Carissa","Apocynaceae",60,NA,5,2,30,NA,NA,NA,NA
"5975","Carissa ovata","Carissa","Apocynaceae",27.5,3.5,6.5,4,22.2,NA,2390,0.632,NA
"5976","Ehretia microphylla","Ehretia","Boraginaceae",17.5,1.5,1.5,4,10,NA,NA,NA,NA
"5977","Caryota albertii","Caryota","Arecaceae",NA,NA,16.5,20,NA,NA,NA,NA,NA
"5978","Cascabela thevetia","Cascabela","Apocynaceae",110,NA,14,9,5,NA,NA,NA,NA
"5979","Casearia sp. Mission Beach (B.P.Hyland 773)","Casearia","Salicaceae",80,2,3,15,32.5,NA,2400,0.613,NA
"5980","Casearia costulata","Casearia","Salicaceae",105,3.5,5.75,7,35,NA,2120,0.65,NA
"5981","Casearia dallachii","Casearia","Salicaceae",120,1.5,2.5,8,55,NA,7140,0.573,NA
"5982","Casearia grayi","Casearia","Salicaceae",75,2.5,4.5,25,45,NA,NA,0.6,NA
"5983","Casearia grewiifolia","Casearia","Salicaceae",125,2.5,4.5,20,50,NA,NA,0.491,NA
"5984","Casearia multinervosa","Casearia","Salicaceae",75,2,2.5,10,33,NA,NA,NA,NA
"5985","Cassia sp. Kalpowar (D.G.Fell+ DF2769)","Cassia","Fabaceae",55,9,9,9,26.5,3,NA,NA,NA
"5986","Cassia sp. Paluma Range (G.Sankowsky+ 450)","Cassia","Fabaceae",57.5,5,6,18,28.5,4,NA,NA,NA
"5987","Cassia coluteoides","Cassia","Fabaceae",NA,NA,NA,3,NA,NA,NA,NA,NA
"5988","Cassia floribunda","Cassia","Fabaceae",NA,NA,NA,3,NA,NA,NA,NA,NA
"5989","Cassinia leptocephala","Cassinia","Asteraceae",65,NA,NA,3,1.75,NA,NA,NA,NA
"5990","Cassinia subtropica","Cassinia","Asteraceae",23.5,0.5,0.55,3,6.25,NA,NA,NA,NA
"5991","Castanospora alphandii","Castanospora","Sapindaceae",100,25,25,45,40,NA,6720,0.576,0.225
"5992","Castilla elastica","Castilla","Moraceae",NA,NA,NA,20,NA,NA,NA,NA,NA
"5993","Catharanthus roseus","Catharanthus","Apocynaceae",52.5,NA,2,1,20,NA,NA,NA,NA
"5994","Cayratia acris","Cayratia","Vitaceae",130,5.5,5.5,NA,91.2,3,12900,0.282,NA
"5995","Cayratia cardiophylla","Cayratia","Vitaceae",120,4.5,4.5,NA,122,NA,NA,NA,NA
"5996","Cayratia clematidea","Cayratia","Vitaceae",47.5,2.5,3.75,2,23.8,2,270,NA,NA
"5997","Causonis japonica","Causonis","Vitaceae",77.5,4,4.5,NA,42.5,3,NA,NA,NA
"5998","Celtis hildebrandii","Celtis","Cannabaceae",97.5,8.5,8.5,38,50,NA,NA,NA,NA
"5999","Celtis timorensis","Celtis","Cannabaceae",75,7.5,7.5,10,37.5,NA,NA,NA,NA
"6000","Centrosema molle","Centrosema","Fabaceae",NA,NA,4,NA,NA,NA,2840,NA,NA
"6001","Cephalaralia cephalobotrys","Cephalaralia","Araliaceae",76.8,2,5.5,5,32.3,NA,656,0.315,0.2
"6002","Ceratopetalum apetalum","Ceratopetalum","Cunoniaceae",90,1,1.5,40,36.1,NA,4410,0.523,0.28
"6003","Ceratopetalum hylandii","Ceratopetalum","Cunoniaceae",70,1.5,1.5,20,30,NA,NA,NA,NA
"6004","Ceratopetalum iugumense","Ceratopetalum","Cunoniaceae",125,2,2,10,34.5,NA,NA,NA,NA
"6005","Ceratopetalum macrophyllum","Ceratopetalum","Cunoniaceae",172,2,2,20,66.5,NA,NA,NA,NA
"6006","Ceratopetalum succirubrum","Ceratopetalum","Cunoniaceae",100,1.5,1.5,30,35,NA,NA,0.529,NA
"6007","Ceratopetalum virchowii","Ceratopetalum","Cunoniaceae",110,1.5,1.5,30,45,NA,6180,0.622,0.33
"6008","Cerbera inflata","Cerbera","Apocynaceae",210,27.5,52.5,30,45,NA,NA,0.426,NA
"6009","Cerbera manghas","Cerbera","Apocynaceae",165,45,61,12,50,NA,NA,NA,NA
"6010","Ceriops decandra","Ceriops","Rhizophoraceae",65,5.5,105,5,36.5,NA,NA,NA,NA
"6011","Ceropegia cumingiana","Ceropegia","Apocynaceae",75,2.5,12,NA,45,NA,NA,NA,NA
"6012","Cestrum nocturnum","Cestrum","Solanaceae",125,NA,3,4,55,NA,NA,NA,NA
"6013","Chenopodium carinatum","Chenopodium","Chenopodiaceae",NA,NA,NA,0.6,NA,NA,NA,NA,NA
"6014","Chionanthus axillaris","Chionanthus","Oleaceae",95,11,20,12,31,NA,NA,NA,NA
"6015","Chionanthus ramiflora","Chionanthus","Oleaceae",135,9,15.5,22,55,NA,8740,0.645,0.183
"6016","Chionanthus sleumeri","Chionanthus","Oleaceae",185,21,23.5,8,57.5,NA,NA,NA,NA
"6017","Chisocheton longistipitatus","Chisocheton","Meliaceae",205,11,28.8,40,85,NA,6630,0.405,0.134
"6018","Backhousia leptopetala","Backhousia","Myrtaceae",97,1,1,20,35,NA,NA,NA,NA
"6019","Choriceras majus","Choriceras","Picrodendraceae",97.5,2.5,5.5,20,77.5,NA,NA,NA,NA
"6020","Chromolaena odorata","Chromolaena","Asteraceae",NA,NA,NA,4,NA,NA,3630,NA,NA
"6021","Chrysanthemoides monilifera subsp. rotundata","Chrysanthemoides","Asteraceae",NA,NA,NA,2,NA,NA,NA,NA,NA
"6022","Donella lanceolata","Donella","Sapotaceae",97.5,11,23,30,25,5,NA,0.387,NA
"6023","Chukrasia tabularis","Chukrasia","Meliaceae",NA,NA,12,40,NA,NA,NA,NA,NA
"6024","Cinnamomum camphora","Cinnamomum","Lauraceae",75,NA,NA,20,37.5,NA,NA,NA,NA
"6025","Cissampelos pareira","Cissampelos","Menispermaceae",NA,NA,4.5,NA,NA,NA,NA,NA,NA
"6026","Cissus adnata","Cissus","Vitaceae",132,5,5,8,128,NA,NA,NA,NA
"6027","Cissus cardiophylla","Cissus","Vitaceae",90,4.5,5.5,NA,95,NA,63200,NA,NA
"6028","Cissus hastata","Cissus","Vitaceae",80,3.5,4.5,NA,67.5,NA,5560,NA,NA
"6029","Cissus oblonga","Cissus","Vitaceae",85,4,8,NA,42.5,NA,3420,NA,NA
"6030","Clematicissus opaca","Clematicissus","Vitaceae",37.5,5,6,NA,16.5,4,3360,NA,NA
"6031","Cissus pentaclada","Cissus","Vitaceae",100,5.5,7,NA,97.5,5,NA,NA,NA
"6032","Cissus reniformis","Cissus","Vitaceae",108,4,8,NA,85,3,NA,NA,NA
"6033","Cissus repens","Cissus","Vitaceae",120,6.5,8,NA,87.5,4,84000,NA,NA
"6034","Cissus sterculiifolia","Cissus","Vitaceae",109,4.5,17,NA,51.2,NA,7820,NA,NA
"6035","Cissus vinosa","Cissus","Vitaceae",128,3.5,5.25,39,80,2,2150,0.19,0.188
"6036","Citrus garrawayi","Citrus","Rutaceae",33.5,4.5,6.75,12,22,3,NA,NA,NA
"6037","Citrus inodora","Citrus","Rutaceae",135,4.5,5.5,6,62.5,3,NA,NA,NA
"6038","Citrus x limon","Citrus","Rutaceae",NA,NA,NA,6,NA,NA,NA,NA,NA
"6039","Claoxylon angustifolium","Claoxylon","Euphorbiaceae",150,2.5,3.5,3,15,NA,NA,NA,NA
"6040","Claoxylon hillii","Claoxylon","Euphorbiaceae",135,2.5,3,10,80,NA,NA,NA,NA
"6041","Claoxylon tenerifolium","Claoxylon","Euphorbiaceae",170,3,3,20,96,3,17400,0.331,NA
"6042","Clausena brevistyla","Clausena","Rutaceae",80,8,10.5,8,27.5,NA,NA,NA,NA
"6043","Cleidion javanicum","Cleidion","Euphorbiaceae",125,10,10.5,18,52.5,NA,NA,NA,NA
"6044","Cleistanthus apodus","Cleistanthus","Phyllanthaceae",106,2.5,3,12,44,NA,NA,NA,NA
"6045","Cleistanthus cunninghamii","Cleistanthus","Phyllanthaceae",60,2.5,3.5,25,30,NA,2080,0.692,NA
"6046","Cleistanthus dallachyanus","Cleistanthus","Phyllanthaceae",66.5,2.5,3.5,12,32,NA,NA,NA,NA
"6047","Cleistanthus discolor","Cleistanthus","Phyllanthaceae",149,3.5,4.5,10,60,NA,NA,NA,NA
"6048","Cleistanthus hylandii","Cleistanthus","Phyllanthaceae",124,2.5,3.5,15,56,NA,NA,NA,NA
"6049","Cleistanthus peninsularis","Cleistanthus","Phyllanthaceae",54,2.5,3.5,16,47.5,NA,NA,NA,NA
"6050","Cleistanthus semiopacus","Cleistanthus","Phyllanthaceae",68.5,2.5,3.5,20,25.5,NA,NA,NA,NA
"6051","Cleistanthus xerophilus","Cleistanthus","Phyllanthaceae",81.5,2.5,4,6,34,NA,NA,NA,NA
"6052","Clerodendrum costatum","Clerodendrum","Lamiaceae",148,2.5,4.5,6,90,NA,NA,NA,NA
"6053","Clerodendrum grayi","Clerodendrum","Lamiaceae",145,3.5,4,6,64,NA,NA,NA,NA
"6054","Clerodendrum longiflorum","Clerodendrum","Lamiaceae",NA,NA,NA,9,NA,NA,NA,NA,NA
"6055","Clerodendrum paniculatum","Clerodendrum","Lamiaceae",NA,NA,NA,3,NA,NA,NA,NA,NA
"6056","Clerodendrum tomentosum","Clerodendrum","Lamiaceae",96.5,3.5,9.5,10,36.2,NA,1710,NA,NA
"6057","Clerodendrum tracyanum","Clerodendrum","Lamiaceae",215,3.5,4,10,155,NA,45500,0.4,NA
"6058","Clitoria ternatea","Clitoria","Fabaceae",NA,NA,5.5,NA,NA,NA,NA,NA,NA
"6059","Coatesia paniculata","Coatesia","Rutaceae",65,3,3.5,12,30,NA,2930,0.964,NA
"6060","Coccinia grandis","Coccinia","Cucurbitaceae",NA,NA,7,NA,NA,NA,NA,NA,NA
"6061","Cocos nucifera","Cocos","Arecaceae",NA,NA,90,30,NA,NA,NA,NA,NA
"6062","Codiaeum membranaceum","Codiaeum","Euphorbiaceae",148,3.5,5,6,55,3,NA,NA,NA
"6063","Codiaeum variegatum","Codiaeum","Euphorbiaceae",NA,NA,5,5,NA,NA,NA,NA,NA
"6064","Codonocarpus attenuatus","Codonocarpus","Gyrostemonaceae",82.5,2,3,12,9.5,NA,NA,0.323,NA
"6065","Coffea arabica","Coffea","Rubiaceae",NA,NA,12,6,NA,NA,NA,NA,NA
"6066","Coffea liberica","Coffea","Rubiaceae",NA,NA,14,10,NA,NA,NA,NA,NA
"6067","Colubrina asiatica","Colubrina","Rhamnaceae",65,4.5,5.5,2,47.5,NA,22000,NA,NA
"6068","Commelina ensifolia","Commelina","Commelinaceae",85,NA,3.5,0.5,7.75,NA,1440,NA,NA
"6069","Commersonia bartramia","Commersonia","Malvaceae",115,3,3,25,70,NA,12500,0.418,NA
"6070","Androcalva rossii","Androcalva","Malvaceae",210,NA,1.75,8,152,NA,NA,0.372,NA
"6071","Connarus conchocarpus","Connarus","Connaraceae",150,11.8,16,NA,54,5,2650,NA,NA
"6072","Erigeron canadensis","Erigeron","Asteraceae",36.2,NA,NA,2,4.25,NA,NA,NA,NA
"6073","Eschenbachia leucantha","Eschenbachia","Asteraceae",85,NA,NA,3,15,NA,NA,NA,NA
"6074","Cordia aspera","Cordia","Boraginaceae",185,5.5,7.5,10,100,NA,NA,NA,NA
"6075","Cordia dichotoma","Cordia","Boraginaceae",122,6.5,11,20,65,NA,8540,0.431,0.22
"6076","Cordia myxa","Cordia","Boraginaceae",NA,NA,NA,15,NA,NA,NA,0.396,NA
"6077","Cordia wallichii","Cordia","Boraginaceae",110,9,11.5,6,105,6,NA,NA,NA
"6078","Corokia whiteana","Corokia","Argophyllaceae",45,4,5.5,4,13,NA,NA,NA,NA
"6079","Correa lawrenceana var. lawrenceana","Correa","Rutaceae",52.5,NA,NA,16,18,NA,NA,NA,NA
"6080","Corsia dispar","Corsia","Corsiaceae",NA,NA,1,0.18,NA,NA,NA,NA,NA
"6081","Corymbia intermedia","Corymbia","Myrtaceae",120,1.5,7.5,35,24.7,NA,2490,0.704,NA
"6082","Corymbia tessellaris","Corymbia","Myrtaceae",142,1,1.95,35,16,NA,3650,0.915,NA
"6083","Corymbia torelliana","Corymbia","Myrtaceae",112,1.5,2.3,30,39,NA,2730,0.74,NA
"6084","Corypha utan","Corypha","Arecaceae",NA,NA,16,25,NA,NA,NA,NA,NA
"6085","Cosmos caudatus","Cosmos","Asteraceae",NA,NA,NA,1.5,NA,NA,NA,NA,NA
"6086","Costus dubius","Costus","Costaceae",NA,NA,2,2,NA,NA,NA,NA,NA
"6087","Crassocephalum crepidioides","Crassocephalum","Asteraceae",133,NA,NA,1,66.6,NA,12000,NA,NA
"6088","Crispiloba disperma","Crispiloba","Alseuosmiaceae",150,4,9.5,4,35,NA,NA,NA,NA
"6089","Crotalaria laburnifolia","Crotalaria","Fabaceae",NA,NA,5,2,NA,NA,NA,NA,NA
"6090","Crotalaria pallida","Crotalaria","Fabaceae",50,NA,3.5,3,25,NA,NA,NA,NA
"6091","Crotalaria verrucosa","Crotalaria","Fabaceae",110,3.12,4.62,1.5,59.2,NA,NA,NA,NA
"6092","Croton acronychioides","Croton","Euphorbiaceae",77.5,4.5,6.5,14,32.5,NA,NA,NA,NA
"6093","Croton brachypus","Croton","Euphorbiaceae",49,3,4.5,5,41,NA,NA,NA,NA
"6094","Croton capitis-york","Croton","Euphorbiaceae",92.5,3,4.75,8,35,NA,NA,NA,NA
"6095","Croton caudatus","Croton","Euphorbiaceae",101,4.5,9,NA,65,NA,NA,NA,NA
"6096","Croton choristadenius","Croton","Euphorbiaceae",70,2,3,10,27.5,NA,NA,NA,NA
"6097","Croton densivestitus","Croton","Euphorbiaceae",70,2.5,4,10,27.5,NA,NA,NA,NA
"6098","Croton dockrillii","Croton","Euphorbiaceae",90,3.5,4.25,3,35,NA,NA,NA,NA
"6099","Croton insularis","Croton","Euphorbiaceae",55.5,3.5,4.5,25,23.2,NA,1550,0.66,NA
"6100","Croton magneticus","Croton","Euphorbiaceae",67.5,3,5.25,5,36,NA,NA,NA,NA
"6101","Croton multicaulis","Croton","Euphorbiaceae",77.5,3,4.5,1.5,63,NA,NA,NA,NA
"6102","Croton mutabilis","Croton","Euphorbiaceae",91.5,2.5,3.5,6,48.5,NA,NA,NA,NA
"6103","Croton phebalioides","Croton","Euphorbiaceae",54,2.5,5,8,14.1,NA,NA,NA,NA
"6104","Croton rarus","Croton","Euphorbiaceae",65,1.5,3.25,5,22.5,NA,NA,NA,NA
"6105","Croton simulans","Croton","Euphorbiaceae",80,NA,NA,5,32.5,NA,NA,NA,NA
"6106","Croton stigmatosus","Croton","Euphorbiaceae",115,2.5,3.5,15,27.5,NA,NA,NA,NA
"6107","Croton stockeri","Croton","Euphorbiaceae",56,NA,NA,4,35,NA,NA,NA,NA
"6108","Croton triacros","Croton","Euphorbiaceae",118,2.5,4,10,52.5,NA,4490,0.532,NA
"6109","Croton verreauxii","Croton","Euphorbiaceae",85,2,2,20,39.3,NA,12600,0.55,NA
"6110","Croton waterhouseae","Croton","Euphorbiaceae",NA,NA,NA,4,NA,NA,NA,NA,NA
"6111","Crudia abbreviata","Crudia","Fabaceae",65,17.5,25,30,27.5,5,NA,NA,NA
"6112","Cryptocarya cercophylla","Cryptocarya","Lauraceae",82.5,9,13.2,10,32.5,NA,NA,NA,NA
"6113","Cryptostegia grandiflora","Cryptostegia","Apocynaceae",NA,NA,8,NA,NA,NA,NA,NA,NA
"6114","Cucumis metulifer","Cucumis","Cucurbitaceae",NA,NA,7,NA,NA,NA,NA,NA,NA
"6115","Cupaniopsis papillosa","Cupaniopsis","Sapindaceae",122,9.5,21.5,6,40,NA,NA,NA,NA
"6116","Cupaniopsis cooperorum","Cupaniopsis","Sapindaceae",108,11,13,10,35,NA,NA,NA,NA
"6117","Cupaniopsis flagelliformis var. australis","Cupaniopsis","Sapindaceae",120,8,10,40,30,NA,NA,0.718,NA
"6118","Cupaniopsis simulata","Cupaniopsis","Sapindaceae",105,4.5,7,25,40,NA,NA,NA,NA
"6119","Cuttsia viburnea","Cuttsia","Rousseaceae",140,0.5,0.5,18,42.5,NA,3790,NA,NA
"6120","Cyanthillium cinereum","Cyanthillium","Asteraceae",NA,NA,NA,1.2,NA,NA,2250,NA,NA
"6121","Cyathea australis","Cyathea","Cyatheaceae",NA,NA,NA,20,2.9,NA,1540,NA,NA
"6122","Cyathea baileyana","Cyathea","Cyatheaceae",NA,NA,NA,5,NA,NA,NA,NA,NA
"6123","Cyathea celebica","Cyathea","Cyatheaceae",NA,NA,NA,6,NA,NA,NA,NA,NA
"6124","Cyathea cooperi","Cyathea","Cyatheaceae",NA,NA,NA,12,NA,NA,NA,NA,NA
"6125","Cyathea cunninghamii","Cyathea","Cyatheaceae",NA,NA,NA,20,NA,NA,NA,NA,NA
"6126","Cyathea exilis","Cyathea","Cyatheaceae",NA,NA,NA,4,NA,NA,NA,NA,NA
"6127","Cyathea felina","Cyathea","Cyatheaceae",NA,NA,NA,8,NA,NA,NA,NA,NA
"6128","Cyathea leichhardtiana","Cyathea","Cyatheaceae",2250,NA,NA,7,1050,NA,NA,NA,NA
"6129","Cyathea rebeccae","Cyathea","Cyatheaceae",NA,NA,NA,6,NA,NA,NA,NA,NA
"6130","Cyathea robertsiana","Cyathea","Cyatheaceae",NA,NA,NA,7,NA,NA,NA,NA,NA
"6131","Cyathea woollsiana","Cyathea","Cyatheaceae",NA,NA,NA,6,NA,NA,NA,NA,NA
"6132","Cyathea x marcescens","Cyathea","Cyatheaceae",NA,NA,NA,9,NA,NA,NA,NA,NA
"6133","Cyathula prostrata","Cyathula","Amaranthaceae",31.5,NA,NA,0.6,36.5,NA,NA,NA,NA
"6134","Cyclophyllum brevipes","Cyclophyllum","Rubiaceae",104,3.5,5.5,6,40,NA,NA,NA,NA
"6135","Cyclophyllum coprosmoides","Cyclophyllum","Rubiaceae",75,3.5,8,25,41.5,NA,NA,NA,NA
"6136","Cyclophyllum costatum","Cyclophyllum","Rubiaceae",61,3.5,10.5,8,33,NA,NA,NA,NA
"6137","Cyclophyllum maritimum","Cyclophyllum","Rubiaceae",60,3.5,8.75,10,36.5,NA,NA,NA,NA
"6138","Cyclophyllum multiflorum","Cyclophyllum","Rubiaceae",87.5,3.5,7.75,15,40,NA,4680,0.706,NA
"6139","Cyclophyllum protractum","Cyclophyllum","Rubiaceae",61.5,3.5,4.5,16,27.5,NA,NA,NA,NA
"6140","Cyclophyllum rostellatum","Cyclophyllum","Rubiaceae",86,3.5,4.5,10,35.5,NA,NA,NA,NA
"6141","Cynanchum carnosum","Cynanchum","Apocynaceae",42.5,2.5,6,10,18.5,NA,6460,NA,NA
"6142","Cynanchum leptolepis","Cynanchum","Apocynaceae",112,2.5,7.75,NA,83.5,NA,NA,NA,NA
"6143","Cynanchum ovalifolium","Cynanchum","Apocynaceae",95,6.5,10.8,NA,52.5,NA,NA,NA,NA
"6144","Cynanchum pedunculatum","Cynanchum","Apocynaceae",65,3,9.5,NA,35,NA,NA,NA,NA
"6145","Cynometra ramiflora","Cynometra","Fabaceae",106,19,32.5,26,50,NA,NA,NA,NA
"6146","Cyrtandra baileyi","Cyrtandra","Gesneriaceae",142,0.75,0.75,3,40,NA,NA,NA,NA
"6147","Dalbergia candenatensis","Dalbergia","Fabaceae",33.5,NA,20.5,NA,22.5,3.5,NA,NA,NA
"6148","Davidsonia jerseyana","Davidsonia","Cunoniaceae",155,13.5,17.5,10,60,8,NA,0.752,NA
"6149","Davidsonia johnsonii","Davidsonia","Cunoniaceae",85,13.5,17.5,18,37.5,8,NA,0.752,NA
"6150","Davidsonia pruriens","Davidsonia","Cunoniaceae",255,7,11,18,92.5,NA,44200,0.703,0.131
"6151","Decaisnina brittenii","Decaisnina","Loranthaceae",NA,NA,11,NA,NA,NA,NA,NA,NA
"6152","Decaspermum humile","Decaspermum","Myrtaceae",50,2.5,4,30,23.2,NA,1290,0.674,NA
"6153","Decaspermum struckoilicum","Decaspermum","Myrtaceae",32.5,3,3.5,10,20,NA,NA,NA,NA
"6154","Deeringia amaranthoides","Deeringia","Amaranthaceae",144,1,1,4,42.5,NA,27900,NA,NA
"6155","Delarbrea michieana","Delarbrea","Myodocarpaceae",160,3.5,11,12,70,NA,2670,0.56,0.162
"6156","Delonix regia","Delonix","Fabaceae",7.5,NA,18.5,15,3,NA,NA,NA,NA
"6157","Dendrocnide cordifolia","Dendrocnide","Urticaceae",200,0.5,0.5,4,220,NA,NA,NA,NA
"6158","Dendrolobium arbuscula","Dendrolobium","Fabaceae",45,4,4,6,30,NA,NA,NA,NA
"6159","Dendrolobium umbellatum","Dendrolobium","Fabaceae",87.5,3.5,3.5,8,45,NA,NA,NA,NA
"6160","Dendromyza reinwardtiana","Dendromyza","Santalaceae",60,4.5,5.25,NA,20,NA,NA,NA,NA
"6161","Denhamia sp. Jardine River (B.P.Hyland 10250)","Denhamia","Celastraceae",57.5,3.5,5,5,20,NA,NA,NA,NA
"6162","Deplanchea tetraphylla","Deplanchea","Bignoniaceae",225,3.5,13.5,20,118,1,NA,0.425,NA
"6163","Derris sp. Claudie River (L.J.Webb+ 8348)","Derris","Fabaceae",90,10,12.5,44,52.5,4,5850,NA,NA
"6164","Derris sp. Daintree (D.E.Boyland+ 469)","Derris","Fabaceae",100,8,8,NA,27.5,NA,11900,NA,NA
"6165","Derris koolgibberah","Derris","Fabaceae",95,5.5,6.75,NA,60,4,NA,NA,NA
"6166","Derris trifoliata","Derris","Fabaceae",93.8,16.5,18.5,NA,46.8,6,NA,NA,NA
"6167","Desmodium gangeticum","Desmodium","Fabaceae",57.8,1.35,1.87,2,37.8,NA,NA,NA,NA
"6168","Desmodium heterocarpon","Desmodium","Fabaceae",44.8,1.5,1.62,1.8,26.5,NA,NA,NA,NA
"6169","Desmodium intortum","Desmodium","Fabaceae",60,NA,2,1.5,35,NA,NA,NA,NA
"6170","Desmodium nemorosum","Desmodium","Fabaceae",46.2,1.5,4.75,1,26.2,1,NA,NA,NA
"6171","Desmodium tenax","Desmodium","Fabaceae",81.5,2.5,3.5,2,42,NA,NA,NA,NA
"6172","Desmodium tortuosum","Desmodium","Fabaceae",NA,NA,2.5,3,NA,NA,NA,NA,NA
"6173","Desmos sp. (Mossman River)","Desmos","Annonaceae",NA,NA,8,NA,NA,NA,NA,NA,NA
"6174","Dichrocephala integrifolia","Dichrocephala","Asteraceae",40,NA,NA,1.5,25,NA,NA,NA,NA
"6175","Dicksonia antarctica","Dicksonia","Dicksoniaceae",1640,NA,NA,15,354,NA,981,NA,0.148
"6176","Dicksonia herbertii","Dicksonia","Dicksoniaceae",NA,NA,NA,4,NA,NA,NA,NA,NA
"6177","Dicksonia youngiae","Dicksonia","Dicksoniaceae",NA,NA,NA,5,NA,NA,NA,NA,NA
"6178","Dicliptera spicata","Dicliptera","Acanthaceae",47.5,1,1.5,1,17.5,NA,NA,NA,NA
"6179","Dimocarpus longan","Dimocarpus","Sapindaceae",NA,NA,NA,10,NA,NA,NA,NA,NA
"6180","Dimorphocalyx australiensis","Dimorphocalyx","Euphorbiaceae",90,3.5,5,15,47.5,NA,NA,NA,NA
"6181","Dinosperma erythrococcum","Dinosperma","Rutaceae",62.8,3.5,5,25,25,NA,NA,0.822,NA
"6182","Dinosperma longifolium","Dinosperma","Rutaceae",225,10,12.8,7,57.5,NA,NA,NA,NA
"6183","Dinosperma melanophloium","Dinosperma","Rutaceae",112,3.5,7,25,50,NA,NA,0.788,NA
"6184","Dinosperma stipitatum","Dinosperma","Rutaceae",112,4,9.5,15,12.5,NA,NA,NA,NA
"6185","Dioclea hexandra","Dioclea","Fabaceae",102,27.5,28.8,NA,77.5,10,9660,NA,NA
"6186","Diospyros rheophila","Diospyros","Ebenaceae",70,4.5,8.5,6,14,NA,NA,NA,NA
"6187","Diospyros areolifolia","Diospyros","Ebenaceae",65,4.5,8.75,6,30,NA,NA,NA,NA
"6188","Diospyros peninsularis","Diospyros","Ebenaceae",65,4,9.75,5,20,NA,NA,NA,NA
"6189","Diospyros pluviatilis","Diospyros","Ebenaceae",138,5,8,4,50,3,2580,0.633,0.158
"6190","Diospyros hemicycloides","Diospyros","Ebenaceae",70,4,9.75,20,26.5,NA,NA,1.01,NA
"6191","Diospyros granitica","Diospyros","Ebenaceae",70,4.5,10,20,25,NA,NA,NA,NA
"6192","Diospyros uvida","Diospyros","Ebenaceae",97.5,4.5,11,18,47,3,NA,NA,NA
"6193","Diospyros australis","Diospyros","Ebenaceae",65,7,9,20,28.6,NA,1630,0.633,0.257
"6194","Diospyros calycantha","Diospyros","Ebenaceae",85.5,5.5,11.5,20,37,NA,NA,NA,NA
"6195","Diospyros cupulosa","Diospyros","Ebenaceae",92.5,3.5,13,12,35,NA,NA,0.84,NA
"6196","Diospyros fasciculosa","Diospyros","Ebenaceae",105,3.5,11,30,37.5,NA,1850,0.738,NA
"6197","Diospyros geminata","Diospyros","Ebenaceae",67.5,3.5,7.75,10,35,NA,1060,NA,NA
"6198","Diospyros hebecarpa","Diospyros","Ebenaceae",97.5,5.5,16.5,20,41.5,NA,NA,NA,NA
"6199","Diospyros humilis","Diospyros","Ebenaceae",30.2,5,7.5,15,14,NA,NA,NA,NA
"6200","Diospyros littorea","Diospyros","Ebenaceae",67.5,4,8.75,15,33,NA,NA,NA,NA
"6201","Diospyros mabacea","Diospyros","Ebenaceae",105,6,18,25,38.8,4,NA,NA,NA
"6202","Diospyros yandina","Diospyros","Ebenaceae",55,4.5,6.5,6,30,3,NA,NA,NA
"6203","Diospyros pentamera","Diospyros","Ebenaceae",67.5,3.5,8.5,20,24,NA,2250,0.593,NA
"6204","Diplatia furcata","Diplatia","Loranthaceae",65,NA,8,NA,12,NA,NA,NA,NA
"6205","Diplocyclos palmatus","Diplocyclos","Cucurbitaceae",87.5,4,6.25,5,102,2.5,14300,NA,NA
"6206","Diploglottis bernieana","Diploglottis","Sapindaceae",230,18.5,18,20,150,6,NA,NA,NA
"6207","Diploglottis harpullioides","Diploglottis","Sapindaceae",191,24,25,8,70,NA,NA,NA,NA
