X,taxon_name,genus,family,leaf_mass_per_area,leaf_length,leaf_width,plant_height,leaf_area,wood_density,leaf_thickness,leaf_N_per_dry_mass,seed_dry_mass,leaf_P_per_dry_mass,leaf_C_per_dry_mass,plant_diameter_breast_height,leaf_lifespan
15123,Polycarpaea microceps,Polycarpaea,Caryophyllaceae,NA,5.65,1,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
15124,Polycarpaea multicaulis,Polycarpaea,Caryophyllaceae,NA,3.25,0.3,0.3,NA,NA,NA,NA,0.0724,NA,NA,NA,NA
15125,Polycarpaea spirostylis,Polycarpaea,Caryophyllaceae,NA,21.8,0.75,0.5,NA,NA,NA,NA,0.02,NA,NA,NA,NA
15126,Polycarpaea staminodina,Polycarpaea,Caryophyllaceae,NA,11,1,0.35,NA,NA,NA,NA,0.0248,NA,NA,NA,NA
15127,Polycarpaea tenax,Polycarpaea,Caryophyllaceae,NA,2.5,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15128,Polycarpaea violacea,Polycarpaea,Caryophyllaceae,NA,14.5,1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
15129,Cullen badocanum,Cullen,Fabaceae,NA,80.5,33.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15130,Ptilotus corymbosus,Ptilotus,Amaranthaceae,NA,35,3.5,0.6,NA,NA,NA,NA,0.272,NA,NA,NA,NA
15131,Ptilotus distans,Ptilotus,Amaranthaceae,NA,55,1.35,1,NA,NA,NA,NA,4,NA,NA,NA,NA
15132,Ptilotus fusiformis,Ptilotus,Amaranthaceae,NA,36,1,0.6,NA,NA,NA,NA,1.29,NA,NA,NA,NA
15133,Pupalia micrantha,Pupalia,Amaranthaceae,NA,56,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15134,Pycnospora lutescens,Pycnospora,Fabaceae,NA,28,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15135,Rhynchosia australis,Rhynchosia,Fabaceae,NA,36.5,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15136,Rotala diandra,Rotala,Lythraceae,NA,8,6,0.2,NA,NA,NA,NA,0.0948,NA,NA,NA,NA
15137,Sauropus paucifolius,Sauropus,Phyllanthaceae,NA,42.5,15,0.5,NA,NA,NA,NA,16.7,NA,NA,NA,NA
15138,Sauropus ditassoides,Sauropus,Phyllanthaceae,NA,19.5,18.5,0.45,NA,NA,NA,NA,13.9,NA,NA,NA,NA
15139,Sauropus glaucus,Sauropus,Phyllanthaceae,NA,9,0.55,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15140,Sauropus brunonis,Sauropus,Phyllanthaceae,NA,NA,NA,0.5,NA,NA,NA,NA,17.3,NA,NA,NA,NA
15141,Sauropus ochrophyllus,Sauropus,Phyllanthaceae,NA,27.5,17,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
15142,Synostemon glaucus,Synostemon,Phyllanthaceae,NA,25.5,5.25,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
15143,Schoutenia ovata,Schoutenia,Malvaceae,NA,66.5,33.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
15144,Senna timoriensis,Senna,Fabaceae,NA,30.5,10.2,3,NA,NA,NA,NA,10.3,NA,NA,NA,NA
15145,Sesbania erubescens,Sesbania,Fabaceae,NA,12.5,2.75,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
15146,Sesbania burbidgeae,Sesbania,Fabaceae,NA,19.5,4.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15147,Smithia conferta,Smithia,Fabaceae,NA,9.5,2.5,1,NA,NA,NA,NA,0.31,NA,NA,NA,NA
15148,Sophora longipes,Sophora,Fabaceae,NA,51.5,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15149,Stenocarpus 'Top End',Stenocarpus,Proteaceae,NA,102,43.5,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
15150,Suaeda arbusculoides,Suaeda,Chenopodiaceae,NA,15,2.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15151,Syzygium eucalyptoides,Syzygium,Myrtaceae,149,112,86.5,18,4480,NA,0.42,10.1,3920,0.573,NA,NA,11.3
15152,Tecticornia australasica,Tecticornia,Chenopodiaceae,NA,11,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15153,Tecticornia halocnemoides subsp. tenuis,Tecticornia,Chenopodiaceae,NA,5,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15154,Tecticornia indica subsp. julacea,Tecticornia,Chenopodiaceae,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15155,Tephrosia brachyodon var. longifolia,Tephrosia,Fabaceae,NA,42.5,5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15156,Tephrosia coriacea,Tephrosia,Fabaceae,NA,53.5,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15157,Tephrosia filipes,Tephrosia,Fabaceae,NA,23.5,1.65,0.5,NA,NA,NA,NA,3.75,NA,NA,NA,NA
15158,Tephrosia sp. 'Hayes Ck',Tephrosia,Fabaceae,NA,60.5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15159,Tephrosia juncea,Tephrosia,Fabaceae,NA,8,2.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15160,Tephrosia sp. B Kimberley Flora (C.A.Gardner 7300),Tephrosia,Fabaceae,NA,32.5,4.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15161,Tephrosia lamprolobioides,Tephrosia,Fabaceae,NA,60,37.5,0.4,NA,NA,NA,NA,13.8,NA,NA,NA,NA
15162,Tephrosia nematophylla,Tephrosia,Fabaceae,NA,41.5,0.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15163,Tephrosia oblongata,Tephrosia,Fabaceae,NA,60,25,3,NA,NA,NA,NA,10.6,NA,NA,NA,NA
15164,Tephrosia phaeosperma,Tephrosia,Fabaceae,NA,31,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15165,Tephrosia polyzyga,Tephrosia,Fabaceae,NA,15,3,1,NA,NA,NA,NA,14.8,NA,NA,NA,NA
15166,Tephrosia porrecta,Tephrosia,Fabaceae,NA,21.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15167,Tephrosia remotiflora,Tephrosia,Fabaceae,NA,22.5,6,0.8,NA,NA,NA,23.3,4.35,NA,476,NA,NA
15168,Tephrosia simplicifolia,Tephrosia,Fabaceae,NA,92.5,2.35,0.5,NA,NA,NA,NA,3.65,NA,NA,NA,NA
15169,Tephrosia spechtii,Tephrosia,Fabaceae,NA,23.5,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15170,Tephrosia subpectinata,Tephrosia,Fabaceae,NA,19,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
15171,Trianthema rhynchocalyptrum,Trianthema,Aizoaceae,NA,11.5,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15172,Trichosanthes morrisii,Trichosanthes,Cucurbitaceae,NA,138,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15173,Triumfetta albida,Triumfetta,Malvaceae,NA,69.5,41.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15174,Triumfetta aquila,Triumfetta,Malvaceae,NA,65,40.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15175,Triumfetta cinerea,Triumfetta,Malvaceae,NA,75,17,1.5,NA,NA,NA,NA,44.8,NA,NA,NA,NA
15176,Triumfetta repens,Triumfetta,Malvaceae,NA,31.5,30,NA,NA,NA,NA,NA,206,NA,NA,NA,NA
15177,Triumfetta sylvicola,Triumfetta,Malvaceae,NA,68,36.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15178,Uraria lagopodioides,Uraria,Fabaceae,NA,62.5,35,0.3,NA,NA,NA,NA,5.23,NA,NA,NA,NA
15179,Uraria sp. Litchfield (C.R.Dunlop 5220),Uraria,Fabaceae,NA,110,6,0.3,NA,NA,NA,NA,5.84,NA,NA,NA,NA
15180,Verticordia verticillata,Verticordia,Myrtaceae,NA,20.5,0.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
15181,Vigna adenantha,Vigna,Fabaceae,NA,92.5,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15182,Vigna lanceolata var. filiformis,Vigna,Fabaceae,NA,60,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15183,Vigna vexillata var. vexillata,Vigna,Fabaceae,NA,49,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15184,Zornia acuta,Zornia,Fabaceae,NA,28,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15185,Zornia areolata,Zornia,Fabaceae,NA,16,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15186,Zornia chaetophora,Zornia,Fabaceae,NA,27,3.5,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
15187,Zornia sp. Darwin (J.S.Muspratt 186),Zornia,Fabaceae,NA,18.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15188,Zornia disticha,Zornia,Fabaceae,NA,14,3.75,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
15189,Zornia muelleriana subsp. muelleriana,Zornia,Fabaceae,NA,17.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15190,Aira sp. [OReillyNugent_2018],Aira,Poaceae,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA
15191,Leionema hillebrandii,Leionema,Rutaceae,90,NA,NA,4,132,NA,0.213,14.2,4.77,NA,NA,NA,NA
15192,Brachyscome foliosa,Brachyscome,Asteraceae,72.6,NA,NA,NA,217,NA,NA,NA,NA,NA,NA,NA,NA
15193,Veronica densifolia,Veronica,Plantaginaceae,91.4,NA,NA,NA,6.89,NA,NA,NA,2.34,NA,NA,NA,NA
15194,Veronica derwentiana subsp. maideniana,Veronica,Plantaginaceae,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA
15195,Dichosciadium ranunculaceum var. ranunculaceum,Dichosciadium,Apiaceae,NA,NA,NA,NA,411,NA,NA,NA,NA,NA,NA,NA,NA
15196,Euphrasia collina subsp. lapidosa,Euphrasia,Scrophulariaceae,NA,NA,NA,NA,52.5,NA,NA,NA,NA,NA,NA,NA,NA
15197,Melicytus sp. [Melicytus sp. (Hymenanthera auct.); Pickering_2014],Melicytus,Violaceae,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA
15198,Oreobolus pumilio subsp. pumilio,Oreobolus,Cyperaceae,NA,NA,NA,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA
15199,Azorella fragosea,Azorella,Apiaceae,79.8,NA,NA,NA,235,NA,NA,NA,2,NA,NA,NA,NA
15200,Stylidium sp. [Stylidium sp. (aff. graminifolium); Pickering_2014],Stylidium,Stylidiaceae,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA
15201,Eremophila mitchelli,Eremophila,Scrophulariaceae,NA,NA,NA,NA,79,0.85,0.27,NA,NA,NA,NA,NA,NA
15202,Eucalyptus alaticaulis,Eucalyptus,Myrtaceae,265,NA,NA,30,2860,0.831,NA,NA,0.945,NA,NA,NA,NA
15203,Eucalyptus pauciflora subsp. parvifructa,Eucalyptus,Myrtaceae,NA,NA,NA,5,1300,0.581,NA,NA,NA,NA,NA,NA,NA
15204,Eucalyptus sabulosa,Eucalyptus,Myrtaceae,163,NA,NA,15,1060,0.657,NA,NA,0.503,NA,NA,NA,NA
15205,Eucalyptus silvestris,Eucalyptus,Myrtaceae,252,NA,NA,NA,891,NA,NA,NA,0.292,NA,NA,NA,NA
15206,Eucalyptus wimmerensis,Eucalyptus,Myrtaceae,319,NA,NA,NA,389,NA,NA,11,0.14,NA,NA,NA,NA
15207,Brachychiton megaphyllus,Brachychiton,Malvaceae,139,NA,NA,NA,30400,NA,0.306,20.9,119,1.27,460,NA,7
15208,Astroloma epacridis,Astroloma,Ericaceae,211,NA,NA,1.2,17.9,NA,0.227,11,NA,0.452,NA,NA,NA
15209,Beaufortia incana,Beaufortia,Myrtaceae,167,NA,NA,2,6.7,NA,0.412,11.2,0.496,0.364,NA,NA,NA
15210,Boronia capitata subsp. capitata,Boronia,Rutaceae,NA,NA,NA,NA,9.52,NA,0.665,NA,NA,NA,NA,NA,NA
15211,Eremaea pauciflora var. pauciflora,Eremaea,Myrtaceae,NA,NA,NA,NA,5.34,NA,0.462,NA,NA,NA,NA,NA,NA
15212,Hibbertia rupicola,Hibbertia,Dilleniaceae,194,NA,NA,0.7,7.73,NA,0.506,10.6,NA,0.42,NA,NA,NA
15213,Jacksonia,Jacksonia,Fabaceae,NA,NA,NA,NA,350,NA,0.551,NA,NA,NA,NA,NA,NA
15214,Leptospermum erubescens,Leptospermum,Myrtaceae,193,6,2.75,3,11,NA,0.241,12.9,0.113,0.54,NA,NA,NA
15215,Leucopogon blakei,Leucopogon,Ericaceae,173,NA,NA,NA,9.56,NA,0.232,9.03,NA,0.31,NA,NA,NA
15216,Melaleuca subtrigona,Melaleuca,Myrtaceae,290,NA,NA,1.6,4.14,NA,0.536,8.88,0.158,0.288,NA,NA,NA
15217,Solanum oldfieldii,Solanum,Solanaceae,91.6,NA,NA,1,385,NA,0.294,37.8,NA,1.2,NA,NA,NA
15218,Eucalyptus diversifolia,Eucalyptus,Myrtaceae,318,80,17.5,4,NA,0.737,0.52,8.32,18.3,NA,NA,NA,NA
15219,Eucalyptus sp. [Eucalyptus sp. (various); Roderick_1999],Eucalyptus,Myrtaceae,NA,NA,NA,NA,1650,NA,NA,NA,NA,NA,NA,NA,NA
15220,Hibbertia Riparia,Hibbertia,Dilleniaceae,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA
15221,Lepidosperma carphoides,Lepidosperma,Cyperaceae,372,22.5,NA,0.6,NA,NA,0.65,6.5,NA,NA,445,NA,NA
15222,Lepidosperma semiteres,Lepidosperma,Cyperaceae,418,1.25,NA,1,NA,NA,0.74,5.47,NA,NA,450,NA,NA
15223,Schoenus sp. [Roderick_1999],Schoenus,Cyperaceae,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA
15224,Cassinia sp. [Cassinia aff._cunninghamii; Rosell_2014],Cassinia,Asteraceae,NA,NA,NA,NA,NA,0.716,NA,NA,NA,NA,NA,NA,NA
15225,Prostanthera sp. [Prostanthera aff._violaceae; Rosell_2014],Prostanthera,Lamiaceae,NA,NA,NA,NA,NA,0.672,NA,NA,NA,NA,NA,NA,NA
15226,Micromyrtus erichsenii,Micromyrtus,Myrtaceae,NA,1.8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15227,Micromyrtus imbricata,Micromyrtus,Myrtaceae,NA,2.25,1.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15228,Micromyrtus monotaxis,Micromyrtus,Myrtaceae,NA,2.6,1.4,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
15229,Micromyrtus ninghanensis,Micromyrtus,Myrtaceae,NA,2.95,1.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15230,Micromyrtus obovata,Micromyrtus,Myrtaceae,NA,2.25,1.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
15231,Micromyrtus papillosa,Micromyrtus,Myrtaceae,NA,2.5,1.55,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15232,Micromyrtus rogeri,Micromyrtus,Myrtaceae,NA,3.75,2.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15233,Micromyrtus uniovulum,Micromyrtus,Myrtaceae,NA,3,1.5,0.4,NA,NA,NA,NA,0.909,NA,NA,NA,NA
15234,Micromyrtus acuta,Micromyrtus,Myrtaceae,NA,1.65,0.7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15235,Micromyrtus chrysodema,Micromyrtus,Myrtaceae,NA,1.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15236,Micromyrtus clavata,Micromyrtus,Myrtaceae,NA,1.65,0.85,1.8,NA,NA,NA,NA,0.626,NA,NA,NA,NA
15237,Micromyrtus elobata,Micromyrtus,Myrtaceae,NA,3.5,1.15,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15238,Micromyrtus navicularis,Micromyrtus,Myrtaceae,NA,3.75,0.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
15239,Micromyrtus placoides,Micromyrtus,Myrtaceae,NA,1.75,1.05,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
15240,Micromyrtus redita,Micromyrtus,Myrtaceae,NA,1.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15241,Micromyrtus serrulata,Micromyrtus,Myrtaceae,NA,2.55,1.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15242,Micromyrtus stenocalyx,Micromyrtus,Myrtaceae,NA,2.15,1.05,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15243,Micromyrtus sulphurea,Micromyrtus,Myrtaceae,NA,3,0.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15244,Micromyrtus triptycha,Micromyrtus,Myrtaceae,NA,4,1.75,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15245,Oxymyrrhine cordata,Oxymyrrhine,Myrtaceae,NA,3,3.15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15246,Oxymyrrhine coronata,Oxymyrrhine,Myrtaceae,NA,5.25,2.25,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
15247,Oxymyrrhine gracilis,Oxymyrrhine,Myrtaceae,NA,6.5,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15248,Oxymyrrhine plicata,Oxymyrrhine,Myrtaceae,NA,2.25,1.05,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
15249,Micromyrtus arenicola,Micromyrtus,Myrtaceae,NA,3.1,1.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15250,Micromyrtus collina,Micromyrtus,Myrtaceae,NA,6.75,0.85,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15251,Micromyrtus greeniana,Micromyrtus,Myrtaceae,NA,5.5,0.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
15252,Micromyrtus mucronulata,Micromyrtus,Myrtaceae,NA,4.5,0.65,1.5,NA,NA,NA,NA,0.999,NA,NA,NA,NA
15253,Micromyrtus prochytes,Micromyrtus,Myrtaceae,NA,3,0.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15254,Micromyrtus racemosa,Micromyrtus,Myrtaceae,NA,2.9,0.65,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
15255,Micromyrtus rubricalyx,Micromyrtus,Myrtaceae,NA,4.5,1.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
15256,Micromyrtus trudgenii,Micromyrtus,Myrtaceae,NA,4.75,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15257,Hypocalymma connatum,Hypocalymma,Myrtaceae,NA,6.5,1.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15258,Hypocalymma cordifolium,Hypocalymma,Myrtaceae,NA,10.5,11.8,2,NA,NA,NA,NA,0.18,NA,NA,NA,NA
15259,Hypocalymma minus,Hypocalymma,Myrtaceae,NA,5.5,5.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15260,Hypocalymma myrtifolium,Hypocalymma,Myrtaceae,NA,27.5,11,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
15261,Hypocalymma phillipsii,Hypocalymma,Myrtaceae,NA,27.5,14,1,NA,NA,NA,NA,0.36,NA,NA,NA,NA
15262,Hypocalymma speciosum,Hypocalymma,Myrtaceae,NA,11,11,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
15263,Hypocalymma verticillare,Hypocalymma,Myrtaceae,NA,4.5,2.05,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
15264,Calytrix hislopii,Calytrix,Myrtaceae,NA,5.5,0.95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15265,Calytrix patrickiae,Calytrix,Myrtaceae,NA,3.75,0.9,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15266,Calytrix sagei,Calytrix,Myrtaceae,NA,3,1.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15267,Calytrix viscida,Calytrix,Myrtaceae,NA,3.25,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15268,Calytrix watsonii,Calytrix,Myrtaceae,NA,2.5,1.05,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15269,Astartea affinis,Astartea,Myrtaceae,NA,8.75,0.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15270,Astartea arbuscula,Astartea,Myrtaceae,NA,3.5,1.26,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15271,Astartea aspera,Astartea,Myrtaceae,NA,6.75,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15272,Astartea astarteoides,Astartea,Myrtaceae,NA,4,0.7,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15273,Astartea cicatricosa,Astartea,Myrtaceae,NA,12.5,0.85,1.2,NA,NA,NA,NA,0.115,NA,NA,NA,NA
15274,Astartea corniculata,Astartea,Myrtaceae,NA,3.5,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15275,Astartea decemcostata,Astartea,Myrtaceae,NA,10,0.27,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
15276,Astartea eobalta,Astartea,Myrtaceae,NA,8.5,0.6,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15277,Astartea fascicularis,Astartea,Myrtaceae,NA,8.5,0.5,1.5,NA,NA,NA,NA,3.87,NA,NA,NA,NA
15278,Astartea glomerulosa,Astartea,Myrtaceae,NA,3.5,0.575,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15279,Astartea granitica,Astartea,Myrtaceae,NA,11,0.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15280,Astartea laricifolia,Astartea,Myrtaceae,NA,7.75,0.425,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15281,Astartea leptophylla,Astartea,Myrtaceae,NA,12.2,0.625,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15282,Astartea middletonii,Astartea,Myrtaceae,NA,12.5,0.55,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15283,Astartea montana,Astartea,Myrtaceae,NA,5.75,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15284,Astartea muricata,Astartea,Myrtaceae,NA,5.5,0.65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15285,Astartea onycis,Astartea,Myrtaceae,NA,7.75,0.425,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15286,Astartea reticulata,Astartea,Myrtaceae,NA,5.75,0.6,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15287,Astartea schaueri,Astartea,Myrtaceae,NA,6.38,0.575,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15288,Astartea scoparia,Astartea,Myrtaceae,NA,7,0.5,3,NA,NA,NA,NA,0.081,NA,NA,NA,NA
15289,Astartea transversa,Astartea,Myrtaceae,NA,2.12,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15290,Astartea zephyra,Astartea,Myrtaceae,NA,6,0.625,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15291,Abutilon oxycarpum var. incanum,Abutilon,Malvaceae,NA,60,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15292,Achillea tomentosa,Achillea,Asteraceae,NA,65,12,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
15293,Achnophora tatei,Achnophora,Asteraceae,NA,37.5,NA,NA,NA,NA,NA,NA,0.253,NA,NA,NA,NA
15294,Acrotriche fasciculiflora,Acrotriche,Ericaceae,NA,9.5,3,1.5,NA,NA,NA,NA,0.756,NA,NA,NA,NA
15295,Acrotriche halmaturina,Acrotriche,Ericaceae,NA,8.5,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
15296,Acrotriche patula,Acrotriche,Ericaceae,NA,11,5.5,1.2,NA,NA,NA,NA,13.4,NA,NA,NA,NA
15297,Adenanthos macropodiana,Adenanthos,Proteaceae,NA,11.2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
15298,Adriana tomentosa var. hookeri,Adriana,Euphorbiaceae,NA,45,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15299,Adriana klotzschii,Adriana,Euphorbiaceae,NA,57.5,22.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
15300,Aeonium arboreum,Aeonium,Crassulaceae,NA,70,22.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
15301,Agrostemma githago,Agrostemma,Caryophyllaceae,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15302,Lachnagrostis perennis,Lachnagrostis,Poaceae,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
15303,Agrostis limitanea,Agrostis,Poaceae,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
15304,Albizia lophantha,Albizia,Fabaceae,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
15305,Allium paniculatum,Allium,Alliaceae,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
15306,Alyogyne pinoniana,Alyogyne,Malvaceae,NA,35,NA,3,NA,NA,NA,NA,2.45,NA,NA,NA,NA
15307,Amaranthus albus,Amaranthus,Amaranthaceae,NA,12.5,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
15308,Amaranthus caudatus,Amaranthus,Amaranthaceae,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15309,Amaranthus cruentus,Amaranthus,Amaranthaceae,NA,60,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15310,Amaranthus deflexus,Amaranthus,Amaranthaceae,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15311,Amaranthus graecizans,Amaranthus,Amaranthaceae,NA,30,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
15312,Amaranthus interruptus,Amaranthus,Amaranthaceae,NA,23,NA,0.9,NA,NA,NA,NA,0.28,NA,NA,NA,NA
15313,Amphibolis griffithii,Amphibolis,Cymodoceaceae,NA,66.2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
15314,Lysimachia minima,Lysimachia,Primulaceae,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15315,Anchusa capensis,Anchusa,Boraginaceae,NA,145,16.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
15316,Angianthus conocephalus,Angianthus,Asteraceae,NA,10,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
15317,Angianthus glabratus,Angianthus,Asteraceae,NA,16,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
15318,Anthobolus leptomerioides,Anthobolus,Santalaceae,NA,NA,NA,2.5,NA,NA,NA,NA,56.1,NA,NA,NA,NA
15319,Anthocercis angustifolia,Anthocercis,Solanaceae,NA,26,3.25,2.5,NA,NA,NA,NA,1.39,NA,NA,NA,NA
